Date,Region,PropertyType,Number of establishments,Daily Capacity (stay-units available),Available monthly stay unit capacity,Occupancy rate (%),Total guest nights,Guest arrivals,Stay unit nights occupied,Domestic guest nights,International guest nights 
1/11/2002,Northland,Total,245.00,10136.00,304080.00,22.54,119705.00,60753.00,68554.00,0.00,0.00
1/11/2001,Northland,Total,246.00,10551.00,316530.00,21.71,120972.00,61312.00,68715.00,0.00,0.00
1/11/2003,Northland,Total,239.00,9628.00,288840.00,24.21,123201.00,67163.00,69917.00,0.00,0.00
1/02/2003,West Coast,Total,149.00,4414.00,123592.00,57.81,131426.00,100957.00,71452.00,0.00,0.00
1/11/2005,Northland,Total,253.00,10065.00,301950.00,24.31,126733.00,67820.00,73409.00,0.00,0.00
1/03/2003,West Coast,Total,149.00,4484.00,139004.00,53.53,130544.00,102289.00,74411.00,0.00,0.00
1/11/2004,Northland,Total,251.00,10003.00,300090.00,25.07,130238.00,70010.00,75243.00,0.00,0.00
1/03/2004,West Coast,Total,146.00,4641.00,143871.00,55.06,141147.00,108691.00,79209.00,0.00,0.00
1/03/2001,Northland,Total,249.00,10432.00,323392.00,24.60,143780.00,76378.00,79564.00,0.00,0.00
1/11/2006,Northland,Total,255.00,10005.00,300150.00,26.68,135400.00,74189.00,80095.00,0.00,0.00
1/03/2006,West Coast,Total,161.00,5009.00,155279.00,51.93,144009.00,111994.00,80637.00,0.00,0.00
1/02/2005,West Coast,Total,153.00,4872.00,136416.00,59.90,152031.00,113937.00,81708.00,0.00,0.00
1/03/2005,West Coast,Total,154.00,4900.00,151900.00,54.73,155782.00,115665.00,83134.00,0.00,0.00
1/03/2007,West Coast,Total,159.00,5169.00,160239.00,52.02,147403.00,107585.00,83360.00,0.00,0.00
1/02/2006,West Coast,Total,159.00,4976.00,139328.00,60.12,151599.00,118214.00,83764.00,0.00,0.00
1/03/2003,Northland,Total,248.00,10304.00,319424.00,26.50,154781.00,81295.00,84643.00,0.00,0.00
1/02/2004,West Coast,Total,146.00,4641.00,134589.00,62.92,149280.00,112669.00,84688.00,0.00,0.00
1/02/2001,Northland,Total,248.00,10411.00,291508.00,29.07,152274.00,74624.00,84755.00,0.00,0.00
1/02/2007,West Coast,Total,159.00,5265.00,147420.00,60.61,168534.00,124327.00,89350.00,0.00,0.00
1/03/2004,Northland,Total,244.00,10116.00,313596.00,28.51,159361.00,83632.00,89419.00,0.00,0.00
1/02/2002,Northland,Total,247.00,10401.00,291228.00,30.75,166606.00,81212.00,89552.00,0.00,0.00
1/02/2003,Northland,Total,251.00,10325.00,289100.00,31.40,171301.00,82232.00,90766.00,0.00,0.00
1/12/2005,Northland,Total,257.00,10092.00,312852.00,29.08,194991.00,92671.00,90984.00,0.00,0.00
1/03/2006,Northland,Total,259.00,10307.00,319517.00,28.92,169815.00,92329.00,92405.00,0.00,0.00
1/02/2005,Northland,Total,255.00,10276.00,287728.00,32.12,172225.00,88167.00,92410.00,0.00,0.00
1/02/2004,Northland,Total,242.00,9867.00,286143.00,32.53,176908.00,87285.00,93077.00,0.00,0.00
1/12/2001,Northland,Total,246.00,10337.00,320447.00,29.06,210265.00,88261.00,93121.00,0.00,0.00
1/12/2006,Northland,Total,259.00,10338.00,320478.00,29.39,205198.00,97426.00,94196.00,0.00,0.00
1/03/2002,Northland,Total,247.00,10399.00,322369.00,29.26,179289.00,86962.00,94327.00,0.00,0.00
1/12/2002,Northland,Total,249.00,10461.00,324291.00,29.64,203819.00,93058.00,96117.00,0.00,0.00
1/02/2006,Northland,Total,258.00,10273.00,287644.00,33.83,183540.00,95618.00,97296.00,0.00,0.00
1/03/2005,Northland,Total,254.00,10305.00,319455.00,30.85,186595.00,98371.00,98540.00,0.00,0.00
1/12/2004,Northland,Total,259.00,10718.00,332258.00,30.14,217535.00,96307.00,100144.00,0.00,0.00
1/03/2007,Northland,Total,265.00,10171.00,315301.00,31.78,178854.00,94921.00,100196.00,0.00,0.00
1/12/2003,Northland,Total,241.00,9978.00,309318.00,32.94,213567.00,98911.00,101887.00,0.00,0.00
1/06/2001,Canterbury,Total,293.00,12322.00,369660.00,28.20,172354.00,96146.00,104231.00,0.00,0.00
1/02/2007,Northland,Total,262.00,10131.00,283668.00,38.11,199144.00,104552.00,108101.00,0.00,0.00
1/06/2002,Canterbury,Total,302.00,12765.00,382950.00,28.65,184825.00,98912.00,109726.00,0.00,0.00
1/06/2003,Canterbury,Total,300.00,12885.00,386550.00,28.72,177946.00,93139.00,111030.00,0.00,0.00
1/05/2001,Canterbury,Total,292.00,12288.00,380928.00,32.05,189764.00,105734.00,122106.00,0.00,0.00
1/06/2001,Combined Canterbury RTOs,Total,397.00,15591.00,467730.00,26.36,207362.00,119070.00,123279.00,0.00,0.00
1/05/2002,Canterbury,Total,302.00,12552.00,389112.00,32.06,206741.00,117240.00,124767.00,0.00,0.00
1/05/2003,Canterbury,Total,297.00,12660.00,392460.00,31.90,198789.00,110871.00,125202.00,0.00,0.00
1/06/2006,Canterbury,Total,340.00,14207.00,426210.00,29.44,205758.00,109252.00,125460.00,0.00,0.00
1/06/2004,Canterbury,Total,307.00,13238.00,397140.00,31.68,209265.00,113437.00,125800.00,0.00,0.00
1/06/2002,Combined Canterbury RTOs,Total,409.00,16275.00,488250.00,26.28,219221.00,122196.00,128336.00,0.00,0.00
1/06/2003,Combined Canterbury RTOs,Total,407.00,16582.00,497460.00,25.88,210943.00,116967.00,128718.00,0.00,0.00
1/08/2003,Canterbury,Total,306.00,13194.00,409014.00,31.90,219289.00,110442.00,130488.00,0.00,0.00
1/08/2002,Canterbury,Total,301.00,12844.00,398164.00,34.24,229841.00,112958.00,136334.00,0.00,0.00
1/08/2006,Canterbury,Total,341.00,14215.00,440665.00,31.74,231484.00,123031.00,139866.00,0.00,0.00
1/09/2001,Canterbury,Total,293.00,12389.00,371670.00,37.68,241487.00,124578.00,140027.00,0.00,0.00
1/08/2005,Canterbury,Total,328.00,14051.00,435581.00,32.27,234705.00,125795.00,140562.00,0.00,0.00
1/08/2001,Canterbury,Total,292.00,12329.00,382199.00,36.92,233174.00,118390.00,141091.00,0.00,0.00
1/05/2005,Canterbury,Total,325.00,13599.00,421569.00,33.59,227497.00,130340.00,141604.00,0.00,0.00
1/06/2007,Canterbury,Total,345.00,14666.00,439980.00,32.23,225858.00,125913.00,141793.00,0.00,0.00
1/08/2004,Canterbury,Total,309.00,13521.00,419151.00,34.09,239573.00,124640.00,142869.00,0.00,0.00
1/05/2001,Combined Canterbury RTOs,Total,397.00,15732.00,487692.00,29.30,226909.00,131157.00,142915.00,0.00,0.00
1/05/2004,Canterbury,Total,309.00,13205.00,409355.00,35.59,234853.00,124383.00,145671.00,0.00,0.00
1/09/2002,Canterbury,Total,303.00,12978.00,389340.00,37.52,258079.00,132224.00,146061.00,0.00,0.00
1/05/2006,Canterbury,Total,340.00,14288.00,442928.00,32.98,236243.00,131670.00,146097.00,0.00,0.00
1/09/2003,Canterbury,Total,311.00,13230.00,396900.00,36.98,254975.00,133191.00,146769.00,0.00,0.00
1/05/2002,Combined Canterbury RTOs,Total,408.00,16175.00,501425.00,29.28,246361.00,146811.00,146804.00,0.00,0.00
1/06/2006,Combined Canterbury RTOs,Total,464.00,18525.00,555750.00,26.57,246386.00,135966.00,147674.00,0.00,0.00
1/05/2003,Combined Canterbury RTOs,Total,403.00,16356.00,507036.00,29.53,242612.00,142823.00,149726.00,0.00,0.00
1/06/2004,Combined Canterbury RTOs,Total,417.00,16958.00,508740.00,29.57,252984.00,141520.00,150414.00,0.00,0.00
1/06/2005,Canterbury,Total,323.00,13758.00,412740.00,36.98,256969.00,133000.00,152611.00,0.00,0.00
1/08/2003,Combined Canterbury RTOs,Total,415.00,16727.00,518537.00,29.56,263671.00,139392.00,153269.00,0.00,0.00
1/09/2005,Canterbury,Total,335.00,14238.00,427140.00,36.15,270144.00,153431.00,154420.00,0.00,0.00
1/05/2007,Canterbury,Total,346.00,14636.00,453716.00,34.08,241937.00,132664.00,154638.00,0.00,0.00
1/08/2002,Combined Canterbury RTOs,Total,408.00,16338.00,506478.00,31.22,271381.00,140062.00,158109.00,0.00,0.00
1/09/2004,Canterbury,Total,311.00,13542.00,406260.00,38.98,288614.00,156619.00,158353.00,0.00,0.00
1/09/2006,Canterbury,Total,345.00,14397.00,431910.00,37.07,280157.00,149740.00,160090.00,0.00,0.00
1/08/2007,Canterbury,Total,347.00,14856.00,460536.00,34.96,264899.00,141814.00,160989.00,0.00,0.00
1/09/2001,Combined Canterbury RTOs,Total,399.00,15851.00,475530.00,34.06,284200.00,152983.00,161974.00,0.00,0.00
1/08/2001,Combined Canterbury RTOs,Total,394.00,15575.00,482825.00,33.78,272954.00,143472.00,163117.00,0.00,0.00
1/08/2005,Combined Canterbury RTOs,Total,443.00,17932.00,555892.00,29.53,277562.00,155252.00,164144.00,0.00,0.00
1/08/2006,Combined Canterbury RTOs,Total,467.00,18560.00,575360.00,28.64,275806.00,152077.00,164804.00,0.00,0.00
1/06/2007,Combined Canterbury RTOs,Total,468.00,18914.00,567420.00,29.06,268537.00,154130.00,164911.00,0.00,0.00
1/09/2007,Canterbury,Total,355.00,14998.00,449940.00,37.06,285465.00,157623.00,166765.00,0.00,0.00
1/05/2005,Combined Canterbury RTOs,Total,443.00,17609.00,545879.00,30.58,270579.00,160370.00,166952.00,0.00,0.00
1/08/2004,Combined Canterbury RTOs,Total,418.00,17099.00,530069.00,31.92,288315.00,156112.00,169174.00,0.00,0.00
1/09/2002,Combined Canterbury RTOs,Total,410.00,16599.00,497970.00,33.98,303596.00,163875.00,169210.00,0.00,0.00
1/12/2001,Canterbury,Total,299.00,12808.00,397048.00,43.03,325083.00,171157.00,170863.00,0.00,0.00
1/11/2001,Canterbury,Total,299.00,12587.00,377610.00,45.74,291769.00,159883.00,172721.00,0.00,0.00
1/05/2006,Combined Canterbury RTOs,Total,466.00,18589.00,576259.00,30.06,283460.00,164317.00,173200.00,0.00,0.00
1/09/2003,Combined Canterbury RTOs,Total,422.00,16938.00,508140.00,34.13,308017.00,168882.00,173407.00,0.00,0.00
1/05/2004,Combined Canterbury RTOs,Total,420.00,16962.00,525822.00,33.05,284941.00,160990.00,173767.00,0.00,0.00
1/06/2005,Combined Canterbury RTOs,Total,440.00,17697.00,530910.00,33.16,299343.00,161815.00,176065.00,0.00,0.00
1/09/2005,Combined Canterbury RTOs,Total,455.00,18354.00,550620.00,32.70,320052.00,189948.00,180051.00,0.00,0.00
1/05/2007,Combined Canterbury RTOs,Total,471.00,18900.00,585900.00,30.99,288030.00,166671.00,181560.00,0.00,0.00
1/02/2001,Canterbury,Total,292.00,12174.00,340872.00,54.28,319265.00,180062.00,185040.00,0.00,0.00
1/12/2002,Canterbury,Total,303.00,12939.00,401109.00,46.23,344276.00,182981.00,185446.00,0.00,0.00
1/03/2001,Canterbury,Total,292.00,12163.00,377053.00,49.88,322104.00,185156.00,188063.00,0.00,0.00
1/09/2006,Combined Canterbury RTOs,Total,471.00,18753.00,562590.00,33.55,334941.00,187154.00,188743.00,0.00,0.00
1/08/2007,Combined Canterbury RTOs,Total,469.00,19229.00,596099.00,31.67,315989.00,175200.00,188780.00,0.00,0.00
1/09/2004,Combined Canterbury RTOs,Total,422.00,17349.00,520470.00,36.29,348516.00,198245.00,188872.00,0.00,0.00
1/11/2003,Canterbury,Total,309.00,13112.00,393360.00,48.42,326925.00,182711.00,190480.00,0.00,0.00
1/12/2003,Canterbury,Total,311.00,13169.00,408239.00,47.19,363880.00,199477.00,192653.00,0.00,0.00
1/11/2002,Canterbury,Total,303.00,12934.00,388020.00,49.67,330071.00,187110.00,192725.00,0.00,0.00
1/12/2005,Canterbury,Total,343.00,14433.00,447423.00,43.53,363641.00,204470.00,194764.00,0.00,0.00
1/09/2007,Combined Canterbury RTOs,Total,478.00,19499.00,584970.00,33.90,346368.00,199132.00,198295.00,0.00,0.00
1/06/2001,AuCkland,Total,287.00,16468.00,494040.00,40.17,299510.00,145432.00,198477.00,0.00,0.00
1/02/2002,Canterbury,Total,306.00,12953.00,362684.00,55.72,346954.00,191295.00,202096.00,0.00,0.00
1/11/2005,Canterbury,Total,339.00,14327.00,429810.00,47.15,344420.00,197322.00,202665.00,0.00,0.00
1/12/2004,Canterbury,Total,328.00,13907.00,431117.00,47.30,389493.00,221727.00,203897.00,0.00,0.00
1/12/2006,Canterbury,Total,351.00,14594.00,452414.00,45.18,383476.00,211414.00,204406.00,0.00,0.00
1/11/2001,Combined Canterbury RTOs,Total,407.00,16253.00,487590.00,42.62,356892.00,206809.00,207798.00,0.00,0.00
1/03/2003,Canterbury,Total,306.00,12839.00,398009.00,52.57,362497.00,199282.00,209246.00,0.00,0.00
1/06/2003,AuCkland,Total,276.00,16294.00,488820.00,42.86,308140.00,150108.00,209498.00,0.00,0.00
1/12/2001,Combined Canterbury RTOs,Total,407.00,16475.00,510725.00,41.27,410859.00,226979.00,210775.00,0.00,0.00
1/02/2003,Canterbury,Total,307.00,12852.00,359856.00,58.90,375156.00,207383.00,211943.00,0.00,0.00
1/11/2004,Canterbury,Total,325.00,14006.00,420180.00,50.63,371499.00,213630.00,212729.00,0.00,0.00
1/11/2006,Canterbury,Total,343.00,14332.00,429960.00,49.56,357471.00,200824.00,213085.00,0.00,0.00
1/09/2001,AuCkland,Total,289.00,16379.00,491370.00,43.84,336443.00,156218.00,215409.00,0.00,0.00
1/06/2002,AuCkland,Total,283.00,16405.00,492150.00,44.38,334401.00,163947.00,218428.00,0.00,0.00
1/05/2001,AuCkland,Total,281.00,16165.00,501115.00,43.73,317819.00,154153.00,219150.00,0.00,0.00
1/03/2004,Canterbury,Total,310.00,13273.00,411463.00,53.85,391278.00,219345.00,221558.00,0.00,0.00
1/08/2001,AuCkland,Total,288.00,16518.00,512058.00,43.39,340211.00,164610.00,222172.00,0.00,0.00
1/02/2004,Canterbury,Total,306.00,13218.00,383322.00,58.11,397740.00,215655.00,222758.00,0.00,0.00
1/03/2002,Canterbury,Total,308.00,12979.00,402349.00,55.55,398994.00,207561.00,223500.00,0.00,0.00
1/02/2001,Combined Canterbury RTOs,Total,399.00,15751.00,441028.00,51.09,396630.00,235872.00,225340.00,0.00,0.00
1/12/2002,Combined Canterbury RTOs,Total,414.00,16740.00,518940.00,43.74,429967.00,240401.00,226985.00,0.00,0.00
1/03/2001,Combined Canterbury RTOs,Total,398.00,15669.00,485739.00,46.93,399492.00,240275.00,227941.00,0.00,0.00
1/03/2006,Canterbury,Total,344.00,14410.00,446710.00,51.16,398709.00,230133.00,228525.00,0.00,0.00
1/11/2002,Combined Canterbury RTOs,Total,413.00,16688.00,500640.00,45.77,397966.00,236263.00,229121.00,0.00,0.00
1/02/2005,Canterbury,Total,330.00,14038.00,393064.00,58.47,407836.00,241935.00,229808.00,0.00,0.00
1/11/2003,Combined Canterbury RTOs,Total,422.00,16971.00,509130.00,45.17,399955.00,236791.00,229974.00,0.00,0.00
1/02/2006,Canterbury,Total,341.00,14435.00,404180.00,57.14,407071.00,232199.00,230967.00,0.00,0.00
1/08/2002,AuCkland,Total,281.00,16465.00,510415.00,45.94,370865.00,172619.00,234487.00,0.00,0.00
1/03/2005,Canterbury,Total,330.00,13860.00,429660.00,54.77,437309.00,239858.00,235346.00,0.00,0.00
1/06/2006,AuCkland,Total,304.00,17757.00,532710.00,44.27,347100.00,180235.00,235851.00,0.00,0.00
1/03/2007,Canterbury,Total,350.00,14622.00,453282.00,52.53,406084.00,230344.00,238104.00,0.00,0.00
1/05/2003,AuCkland,Total,277.00,16421.00,509051.00,46.87,357056.00,172445.00,238570.00,0.00,0.00
1/12/2005,Combined Canterbury RTOs,Total,466.00,18604.00,576724.00,41.54,456026.00,268015.00,239546.00,0.00,0.00
1/12/2003,Combined Canterbury RTOs,Total,424.00,17055.00,528705.00,45.43,463143.00,266159.00,240205.00,0.00,0.00
1/06/2004,AuCkland,Total,281.00,17156.00,514680.00,46.71,350773.00,182497.00,240413.00,0.00,0.00
1/09/2002,AuCkland,Total,287.00,16726.00,501780.00,48.03,368095.00,170078.00,241022.00,0.00,0.00
1/09/2003,AuCkland,Total,272.00,16356.00,490680.00,49.32,367971.00,175719.00,242007.00,0.00,0.00
1/11/2005,Combined Canterbury RTOs,Total,461.00,18486.00,554580.00,43.66,418189.00,252892.00,242147.00,0.00,0.00
1/08/2005,AuCkland,Total,298.00,18005.00,558155.00,43.41,361660.00,180638.00,242270.00,0.00,0.00
1/05/2002,AuCkland,Total,288.00,16578.00,513918.00,47.19,364994.00,184741.00,242503.00,0.00,0.00
1/02/2007,Canterbury,Total,349.00,14613.00,409164.00,59.31,421624.00,237771.00,242691.00,0.00,0.00
1/08/2003,AuCkland,Total,273.00,16226.00,503006.00,48.38,366856.00,174666.00,243330.00,0.00,0.00
1/02/2002,Combined Canterbury RTOs,Total,413.00,16632.00,465696.00,52.27,426906.00,250693.00,243435.00,0.00,0.00
1/06/2005,AuCkland,Total,297.00,18320.00,549600.00,44.45,352012.00,183187.00,244314.00,0.00,0.00
1/12/2004,Combined Canterbury RTOs,Total,443.00,17819.00,552389.00,44.97,480868.00,287210.00,248436.00,0.00,0.00
1/09/2004,AuCkland,Total,284.00,17427.00,522810.00,47.87,380776.00,191455.00,250255.00,0.00,0.00
1/08/2004,AuCkland,Total,284.00,17448.00,540888.00,46.47,371663.00,187321.00,251356.00,0.00,0.00
1/12/2006,Combined Canterbury RTOs,Total,477.00,19006.00,589186.00,43.00,481629.00,277672.00,253363.00,0.00,0.00
1/11/2004,Combined Canterbury RTOs,Total,440.00,17931.00,537930.00,47.10,447051.00,271529.00,253370.00,0.00,0.00
1/03/2003,Combined Canterbury RTOs,Total,416.00,16634.00,515654.00,49.23,447460.00,263420.00,253845.00,0.00,0.00
1/12/2001,AuCkland,Total,291.00,16634.00,515654.00,49.42,438411.00,204604.00,254858.00,0.00,0.00
1/11/2006,Combined Canterbury RTOs,Total,468.00,18669.00,560070.00,45.60,434004.00,258137.00,255365.00,0.00,0.00
1/09/2005,AuCkland,Total,299.00,18130.00,543900.00,47.08,384130.00,190145.00,256058.00,0.00,0.00
1/05/2005,AuCkland,Total,299.00,18312.00,567672.00,45.16,370682.00,188344.00,256338.00,0.00,0.00
1/05/2006,AuCkland,Total,308.00,18335.00,568385.00,45.16,365681.00,187893.00,256660.00,0.00,0.00
1/02/2003,Combined Canterbury RTOs,Total,418.00,16678.00,466984.00,55.04,463432.00,271804.00,257027.00,0.00,0.00
1/08/2006,AuCkland,Total,308.00,17681.00,548111.00,46.95,374460.00,191330.00,257347.00,0.00,0.00
1/05/2004,AuCkland,Total,280.00,17120.00,530720.00,49.06,383348.00,190223.00,260382.00,0.00,0.00
1/06/2007,AuCkland,Total,319.00,18357.00,550710.00,47.48,373935.00,193225.00,261491.00,0.00,0.00
1/09/2006,AuCkland,Total,313.00,17960.00,538800.00,48.89,393705.00,200642.00,263409.00,0.00,0.00
1/11/2001,AuCkland,Total,288.00,16298.00,488940.00,54.44,412766.00,195890.00,266178.00,0.00,0.00
1/02/2001,AuCkland,Total,284.00,15871.00,444388.00,60.27,410124.00,204635.00,267818.00,0.00,0.00
1/03/2002,Combined Canterbury RTOs,Total,415.00,16688.00,517328.00,52.05,491605.00,270928.00,269246.00,0.00,0.00
1/05/2007,AuCkland,Total,318.00,18560.00,575360.00,47.12,378233.00,190554.00,271087.00,0.00,0.00
1/03/2004,Combined Canterbury RTOs,Total,423.00,17181.00,532611.00,50.94,487299.00,288575.00,271290.00,0.00,0.00
1/02/2004,Combined Canterbury RTOs,Total,418.00,17112.00,496248.00,55.38,496325.00,286908.00,274830.00,0.00,0.00
1/09/2007,AuCkland,Total,319.00,18439.00,553170.00,49.97,428092.00,207262.00,276430.00,0.00,0.00
1/03/2006,Combined Canterbury RTOs,Total,468.00,18660.00,578460.00,48.15,493520.00,298655.00,278514.00,0.00,0.00
1/02/2005,Combined Canterbury RTOs,Total,446.00,17992.00,503776.00,55.53,503796.00,313386.00,279742.00,0.00,0.00
1/08/2007,AuCkland,Total,319.00,18411.00,570741.00,49.06,415181.00,202067.00,280021.00,0.00,0.00
1/03/2001,AuCkland,Total,286.00,15973.00,495163.00,57.09,434359.00,216697.00,282679.00,0.00,0.00
1/02/2006,Combined Canterbury RTOs,Total,465.00,18683.00,523124.00,54.20,507079.00,305701.00,283545.00,0.00,0.00
1/12/2005,AuCkland,Total,306.00,18461.00,572291.00,49.91,458103.00,234640.00,285602.00,0.00,0.00
1/03/2005,Combined Canterbury RTOs,Total,447.00,17824.00,552544.00,51.82,537648.00,311316.00,286324.00,0.00,0.00
1/12/2004,AuCkland,Total,294.00,17563.00,544453.00,52.79,479764.00,240516.00,287431.00,0.00,0.00
1/03/2007,Combined Canterbury RTOs,Total,476.00,18940.00,587140.00,49.18,502342.00,300759.00,288758.00,0.00,0.00
1/12/2003,AuCkland,Total,279.00,16485.00,511035.00,56.72,486817.00,232511.00,289866.00,0.00,0.00
1/12/2002,AuCkland,Total,281.00,16739.00,518909.00,56.20,480616.00,222165.00,291618.00,0.00,0.00
1/02/2002,AuCkland,Total,288.00,16637.00,465836.00,62.63,463568.00,227949.00,291735.00,0.00,0.00
1/12/2006,AuCkland,Total,315.00,18328.00,568168.00,51.82,477857.00,242784.00,294399.00,0.00,0.00
1/02/2007,Combined Canterbury RTOs,Total,475.00,19003.00,532084.00,55.74,526307.00,313204.00,296580.00,0.00,0.00
1/11/2005,AuCkland,Total,302.00,18209.00,546270.00,56.23,464071.00,240789.00,307167.00,0.00,0.00
1/11/2003,AuCkland,Total,273.00,16351.00,490530.00,63.73,473718.00,230463.00,312610.00,0.00,0.00
1/02/2003,AuCkland,Total,285.00,16846.00,471688.00,66.29,504500.00,228655.00,312685.00,0.00,0.00
1/11/2004,AuCkland,Total,298.00,17686.00,530580.00,59.30,468395.00,242966.00,314611.00,0.00,0.00
1/02/2004,AuCkland,Total,279.00,16685.00,483865.00,65.31,493646.00,254692.00,316018.00,0.00,0.00
1/03/2002,AuCkland,Total,288.00,16562.00,513422.00,61.63,508467.00,235664.00,316445.00,0.00,0.00
1/02/2006,AuCkland,Total,305.00,18385.00,514780.00,61.64,484322.00,242220.00,317336.00,0.00,0.00
1/11/2002,AuCkland,Total,280.00,16767.00,503010.00,64.27,506223.00,233435.00,323294.00,0.00,0.00
1/02/2005,AuCkland,Total,293.00,17677.00,494956.00,65.86,490777.00,258297.00,325965.00,0.00,0.00
1/03/2003,AuCkland,Total,284.00,16918.00,524458.00,62.35,511441.00,242616.00,326986.00,0.00,0.00
1/11/2006,AuCkland,Total,312.00,18252.00,547560.00,60.13,489149.00,262127.00,329271.00,0.00,0.00
1/02/2007,AuCkland,Total,316.00,18266.00,511448.00,65.19,516800.00,262237.00,333400.00,0.00,0.00
1/03/2004,AuCkland,Total,280.00,16811.00,521141.00,64.55,516143.00,264327.00,336418.00,0.00,0.00
1/03/2006,AuCkland,Total,307.00,18412.00,570772.00,59.19,498703.00,263490.00,337852.00,0.00,0.00
1/03/2005,AuCkland,Total,293.00,17524.00,543244.00,62.72,532094.00,273568.00,340734.00,0.00,0.00
1/03/2007,AuCkland,Total,318.00,18563.00,575453.00,64.85,565677.00,284839.00,373155.00,0.00,0.00
1/06/2001,Total NZ,Total,2855.00,115084.00,3452520.00,25.28,1432712.00,781424.00,872918.00,0.00,0.00
1/06/2003,Total NZ,Total,2839.00,116487.00,3494610.00,26.59,1474648.00,788415.00,929253.00,0.00,0.00
1/06/2002,Total NZ,Total,2876.00,117000.00,3510000.00,26.74,1538521.00,822472.00,938712.00,0.00,0.00
1/05/2001,Total NZ,Total,2879.00,115778.00,3589118.00,27.15,1519711.00,836589.00,974396.00,0.00,0.00
1/08/2001,Total NZ,Total,2876.00,115819.00,3590389.00,29.23,1757486.00,906221.00,1049333.00,0.00,0.00
1/05/2002,Total NZ,Total,2905.00,118136.00,3662216.00,28.68,1681505.00,940483.00,1050429.00,0.00,0.00
1/06/2004,Total NZ,Total,2903.00,121231.00,3636930.00,29.04,1693013.00,913975.00,1056137.00,0.00,0.00
1/06/2006,Total NZ,Total,3124.00,129038.00,3871140.00,27.63,1687038.00,901115.00,1069657.00,0.00,0.00
1/09/2001,Total NZ,Total,2905.00,117348.00,3520440.00,30.48,1863683.00,974156.00,1072933.00,0.00,0.00
1/05/2003,Total NZ,Total,2862.00,117659.00,3647429.00,29.43,1721910.00,946547.00,1073578.00,0.00,0.00
1/08/2002,Total NZ,Total,2862.00,117257.00,3634967.00,29.83,1828564.00,911325.00,1084186.00,0.00,0.00
1/08/2003,Total NZ,Total,2866.00,117575.00,3644825.00,29.89,1831178.00,936479.00,1089526.00,0.00,0.00
1/06/2007,Total NZ,Total,3168.00,130147.00,3904410.00,28.78,1793885.00,964011.00,1123800.00,0.00,0.00
1/09/2002,Total NZ,Total,2895.00,118475.00,3554250.00,31.67,1930539.00,1011974.00,1125486.00,0.00,0.00
1/06/2005,Total NZ,Total,3058.00,127562.00,3826860.00,29.56,1810133.00,975919.00,1131107.00,0.00,0.00
1/05/2004,Total NZ,Total,2928.00,122078.00,3784418.00,30.08,1791577.00,980631.00,1138315.00,0.00,0.00
1/05/2005,Total NZ,Total,3081.00,127967.00,3966977.00,29.02,1791539.00,1001135.00,1151163.00,0.00,0.00
1/08/2004,Total NZ,Total,2917.00,121847.00,3777257.00,30.81,1914040.00,984317.00,1163877.00,0.00,0.00
1/09/2003,Total NZ,Total,2893.00,118988.00,3569640.00,32.75,2025337.00,1072770.00,1169157.00,0.00,0.00
1/08/2005,Total NZ,Total,3059.00,127610.00,3955910.00,29.69,1920391.00,998153.00,1174656.00,0.00,0.00
1/05/2006,Total NZ,Total,3157.00,130891.00,4057621.00,29.15,1820042.00,1004411.00,1182881.00,0.00,0.00
1/08/2006,Total NZ,Total,3123.00,128803.00,3992893.00,30.68,1981418.00,1016091.00,1224999.00,0.00,0.00
1/09/2005,Total NZ,Total,3104.00,129081.00,3872430.00,32.12,2108206.00,1120608.00,1243890.00,0.00,0.00
